dataset,hardness_metric,seed,weighting_strategy,mean_similarity,mean_ks_statistic,std_ks_statistic
Haberman,feature_DS,116740,curriculum,0.572798655093966,0.3501402070750647,0.14356341070864134
KidneyDisease,feature_LSR,670488,static,0.5235813177790821,0.7544499178981938,0.1431901380014821
KidneyDisease,feature_LSR,670488,self_paced,0.5024454769546483,0.7584564860426929,0.14086028666026634
Haberman,feature_DS,116740,static,0.5139384103083776,0.3784153005464481,0.1493474326681462
KidneyDisease,feature_LSR,116740,curriculum,0.5336152482751245,0.742287903667214,0.1510136249087354
Hypothyroid,feature_Harmfulness,26226,static,0.4620136345099562,0.820138271606884,0.1610538431741082
Haberman,feature_DS,116740,self_paced,0.5237968787249381,0.4380033074489502,0.199968230930896
KidneyDisease,feature_LSR,116740,static,0.544418099531703,0.7586754241926655,0.15175551029365353
KidneyDisease,feature_LSR,116740,self_paced,0.504290407873091,0.7483524904214559,0.14265099764901581
Haberman,feature_DS,26226,curriculum,0.5853571421969023,0.34929536957146967,0.15276831634849558
KidneyDisease,feature_LSR,26226,curriculum,0.5458184522166684,0.7224521072796936,0.13841929895310023
Haberman,feature_DS,26226,static,0.6175869005149287,0.3371081392004601,0.17458542628232124
KidneyDisease,feature_LSR,26226,static,0.5310235560659339,0.752840722495895,0.13844900441515776
KidneyDisease,feature_LSR,26226,self_paced,0.49809845183966367,0.7517569786535304,0.13966233276910756
Haberman,feature_DS,26226,self_paced,0.5163374274057405,0.4126402070750647,0.17315559495516006
KidneyDisease,feature_Harmfulness,670488,curriculum,0.4970751339362017,0.6672577996715928,0.145451339545971
Haberman,feature_DCP,670488,curriculum,0.507058953566562,0.4643011216566005,0.06034492513675497
KidneyDisease,feature_Harmfulness,670488,static,0.5089529151659482,0.6159386973180077,0.16385278852053445
Haberman,feature_DCP,670488,static,0.4823131683391345,0.41968651136036816,0.10849908696540661
KidneyDisease,feature_Harmfulness,670488,self_paced,0.5184527000624669,0.7333223864258346,0.14496369830042818
KidneyDisease,feature_Harmfulness,116740,curriculum,0.5346564090890998,0.6950848385331144,0.15005991650998204
Haberman,feature_DCP,670488,self_paced,0.5339325773989282,0.3693557664653437,0.16347267092150303
KidneyDisease,feature_Harmfulness,116740,static,0.5373534767790336,0.6648713738368912,0.13954952375508017
Haberman,feature_DCP,116740,curriculum,0.5213813530088949,0.38380788035662927,0.1347641647014425
KidneyDisease,feature_Harmfulness,116740,self_paced,0.5374592798437214,0.7529501915708812,0.13683263311881905
KidneyDisease,feature_Harmfulness,26226,curriculum,0.5282694494356625,0.6562999452654625,0.13694761365420519
Haberman,feature_DCP,116740,static,0.5192192757560206,0.38073410986482603,0.13136336592960662
KidneyDisease,feature_Harmfulness,26226,static,0.5542944495086456,0.6601751505199782,0.1328466540808345
Haberman,feature_DCP,116740,self_paced,0.5991776472941202,0.3567371297095197,0.14861979959087337
KidneyDisease,feature_Harmfulness,26226,self_paced,0.5227931955217296,0.7453639846743294,0.14501052067329542
KidneyDisease,feature_F1,670488,curriculum,0.46842627460406455,0.7613026819923371,0.13619061653537182
Haberman,feature_DCP,26226,curriculum,0.46258238618051795,0.4428027034800115,0.1326431943911839
KidneyDisease,feature_F1,670488,static,0.4705061899603599,0.7799781061850029,0.1273864838946663
Haberman,feature_DCP,26226,static,0.48600384903930083,0.45872878918607995,0.10570607026915214
KidneyDisease,feature_F1,670488,self_paced,0.4952236253320646,0.7516256157635468,0.131684223842186
KidneyDisease,feature_F1,116740,curriculum,0.4770656603538124,0.7706075533661741,0.13593143591637974
Haberman,feature_DCP,26226,self_paced,0.543148020204672,0.3559282427379925,0.16984452397049177
Hypothyroid,feature_Harmfulness,26226,self_paced,0.5681889806370257,0.7060557063754467,0.1584415915951857
KidneyDisease,feature_F1,116740,static,0.49108089232497054,0.7842802408319649,0.12780689794615818
Haberman,feature_TD_P,670488,curriculum,0.4360952903850127,0.5402645959160195,0.11521645798912648
KidneyDisease,feature_F1,116740,self_paced,0.5286960848723392,0.7532676518883415,0.15065456648917203
Haberman,feature_TD_P,670488,static,0.481524204011379,0.5395276100086281,0.12168418044781242
KidneyDisease,feature_F1,26226,curriculum,0.4775463461419849,0.7690859332238642,0.1332010887861462
KidneyDisease,feature_F1,26226,static,0.48201541264653625,0.7707170224411604,0.13063149334608742
Haberman,feature_TD_P,670488,self_paced,0.5423634003171357,0.37807377049180324,0.18659116743789933
KidneyDisease,feature_F1,26226,self_paced,0.5064354856567208,0.7558839627805145,0.14108499923166457
Haberman,feature_TD_P,26226,curriculum,0.4842702694962528,0.4545046016681047,0.1333317015038046
KidneyDisease,feature_F2,670488,curriculum,0.522557177025043,0.684126984126984,0.17280224873279773
KidneyDisease,feature_F2,670488,static,0.4855995842348536,0.7977120963327861,0.12135151042781096
Haberman,feature_TD_P,26226,static,0.5220392856483806,0.37386755823986195,0.13324669215288082
KidneyDisease,feature_F2,670488,self_paced,0.5352698855752667,0.7369786535303775,0.12946940680852903
Haberman,feature_TD_P,26226,self_paced,0.6282851946195146,0.3208944492378487,0.1550680183633988
KidneyDisease,feature_F2,116740,curriculum,0.5734815512235367,0.6066666666666667,0.20209711304404376
KidneyDisease,feature_F2,116740,static,0.4907477398079272,0.8103448275862069,0.10365842837080312
Haberman,feature_TD_U,670488,curriculum,0.4730996732952168,0.41397037676157605,0.13705181675785016
KidneyDisease,feature_F2,116740,self_paced,0.5188315996797677,0.7537821565407772,0.13826220917611215
Haberman,feature_TD_U,670488,static,0.5245871294976623,0.4009383088869716,0.13661306607497925
KidneyDisease,feature_F2,26226,curriculum,0.5416750934660429,0.563240284619595,0.21263759767972706
KidneyDisease,feature_F2,26226,static,0.4729430670242727,0.7959168035030104,0.12225631367739337
Haberman,feature_TD_U,670488,self_paced,0.5589546553693395,0.38472461892436005,0.151760327540167
KidneyDisease,feature_F2,26226,self_paced,0.5158861897152681,0.7517569786535303,0.1402796526093619
Haberman,feature_TD_U,116740,curriculum,0.442710518735819,0.43636755823986195,0.12294312475605204
KidneyDisease,feature_F3,670488,curriculum,0.46722291114510717,0.7681663929939792,0.12710635549607638
KidneyDisease,feature_F3,670488,static,0.4664570567754539,0.7751176792556103,0.1316907403073287
Haberman,feature_TD_U,116740,static,0.4644859020183925,0.4508376473971815,0.09352713673998549
KidneyDisease,feature_F3,670488,self_paced,0.5346284307146774,0.7407553366174056,0.13394286203563358
Hypothyroid,feature_F1,670488,curriculum,0.6236766262123001,0.6763604765226117,0.17394328423504235
Haberman,feature_TD_U,116740,self_paced,0.5553692748426753,0.3548497267759563,0.14458673263052546
KidneyDisease,feature_F3,116740,curriculum,0.5020690814838519,0.7574165298303229,0.13608053994918015
Haberman,feature_TD_U,26226,curriculum,0.5408168172159614,0.41530054644808745,0.14707472954346587
KidneyDisease,feature_F3,116740,static,0.4872888083806677,0.7469731800766284,0.14120965608553823
KidneyDisease,feature_F3,116740,self_paced,0.5231670276998892,0.7392337164750958,0.14322656749188512
Haberman,feature_TD_U,26226,static,0.545950945886877,0.41267615760713255,0.15212699900262142
KidneyDisease,feature_F3,26226,curriculum,0.4754882789475016,0.7581280788177341,0.14441072660578985
Haberman,feature_TD_U,26226,self_paced,0.5586055427848127,0.401962899050906,0.15930505871986614
KidneyDisease,feature_F3,26226,static,0.5079313696274349,0.7396387520525453,0.15529628218780758
KidneyDisease,feature_F3,26226,self_paced,0.5155424821670118,0.7524356869184455,0.14361395599358512
Haberman,feature_CL,670488,curriculum,0.5320395969520004,0.41395240149554213,0.1714897611251326
KidneyDisease,feature_F4,670488,curriculum,0.4973052876795653,0.7469731800766283,0.13295342693081214
Haberman,feature_CL,670488,static,0.4826625220393052,0.42360511935576645,0.12356992795368889
KidneyDisease,feature_F4,670488,static,0.5189842314927418,0.7402955665024631,0.1486406130177904
Haberman,feature_CL,670488,self_paced,0.5069484551089258,0.4100877192982456,0.1611385502509978
KidneyDisease,feature_F4,670488,self_paced,0.5026552438064356,0.7417624521072796,0.1564753883357943
KidneyDisease,feature_F4,116740,curriculum,0.5140152611044367,0.7492501368363438,0.14085250817488534
Haberman,feature_CL,116740,curriculum,0.45128114887532145,0.38485044578659766,0.1285188078371024
KidneyDisease,feature_F4,116740,static,0.5253210607097376,0.7508155446086481,0.14846704945480776
Haberman,feature_CL,116740,static,0.42317142803159014,0.4720664365832614,0.09407045281482865
KidneyDisease,feature_F4,116740,self_paced,0.5010626839218801,0.7550848385331144,0.14070387555299535
KidneyDisease,feature_F4,26226,curriculum,0.505470463253716,0.7405145046524356,0.1508481207938875
Haberman,feature_CL,116740,self_paced,0.5459405000051483,0.38170477423065863,0.1738099952267767
KidneyDisease,feature_F4,26226,static,0.5076579789708424,0.742375478927203,0.15311489412110005
Haberman,feature_CL,26226,curriculum,0.47921723439865055,0.4095664365832614,0.16681831245102463
KidneyDisease,feature_F4,26226,self_paced,0.5069558631538115,0.7456267104542965,0.14620797025613919
NewThyroid1,,670488,static,0.4283285627935013,0.5724071103982892,0.1608646268037869
Haberman,feature_CL,26226,static,0.5055239272398753,0.4157319528329019,0.12982005436778765
NewThyroid1,,116740,static,0.4523036607940049,0.6317495322106389,0.2072703166340432
Haberman,feature_CL,26226,self_paced,0.48812454768153657,0.4311187805579523,0.1502617503976175
Hypothyroid,feature_F1,670488,static,0.6044855381068726,0.6872292367755903,0.16247606923552724
NewThyroid1,,26226,static,0.44642933368554105,0.6544373162256082,0.15951316252109038
Haberman,feature_CLD,670488,curriculum,0.5199975990444821,0.42991443773367843,0.14288432461610165
NewThyroid1,relative_entropy,670488,curriculum,0.40578796192023947,0.7022854851643944,0.16425790214928138
NewThyroid1,relative_entropy,670488,static,0.4048697104456534,0.6269045709703288,0.16389597008295
Haberman,feature_CLD,670488,static,0.5369091296211957,0.4057556801840667,0.1730698445268847
NewThyroid1,relative_entropy,670488,self_paced,0.46001936812452227,0.6559075113605988,0.14655234883088034
Haberman,feature_CLD,670488,self_paced,0.4936784887834422,0.4327185792349727,0.14465877978028227
NewThyroid1,relative_entropy,116740,curriculum,0.4282859530936839,0.7199612403100776,0.15355270394334541
Haberman,feature_CLD,116740,curriculum,0.5098722488703272,0.409117054932413,0.13561609067130762
NewThyroid1,relative_entropy,116740,static,0.44821609227372783,0.7081996792301523,0.15551169309816945
Haberman,feature_CLD,116740,static,0.5183255509165025,0.4104651998849583,0.1452211441386941
NewThyroid1,relative_entropy,116740,self_paced,0.4068603718513819,0.6945001336541031,0.13418842422977936
NewThyroid1,relative_entropy,26226,curriculum,0.40619785111655127,0.721832397754611,0.12556655841884862
Haberman,feature_CLD,116740,self_paced,0.4944819618398641,0.4067982456140351,0.1640902511410884
NewThyroid1,relative_entropy,26226,static,0.4423204589558352,0.6237302860197808,0.11518605836122352
Haberman,feature_CLD,26226,curriculum,0.5124111957184071,0.40386827725050334,0.1377009471236363
NewThyroid1,relative_entropy,26226,self_paced,0.46165471244436135,0.6311146752205292,0.19564160068369205
Haberman,feature_CLD,26226,static,0.520784710697279,0.41806873741731376,0.14594620060455027
NewThyroid1,pca_contribution,670488,curriculum,0.4532093819085319,0.611333867949746,0.18528283021755185
NewThyroid1,pca_contribution,670488,static,0.4104613947979022,0.6174819566960705,0.16074905203625764
Haberman,feature_CLD,26226,self_paced,0.5041204185135175,0.41806873741731376,0.13951427897821644
NewThyroid1,pca_contribution,670488,self_paced,0.42041451473518326,0.6778267842822774,0.14203171326559744
Haberman,feature_MV,670488,curriculum,0.530215464050168,0.37154874892148404,0.1412120654065657
NewThyroid1,pca_contribution,116740,curriculum,0.43714123348137573,0.6759222133119488,0.13476448752802014
Haberman,feature_MV,670488,static,0.521486501124933,0.36522145527753813,0.10262015619750813
NewThyroid1,pca_contribution,116740,static,0.48453170733131734,0.5799251537022186,0.18550923511354606
NewThyroid1,pca_contribution,116740,self_paced,0.45253474796012194,0.6709101844426625,0.14771896038208357
Haberman,feature_MV,670488,self_paced,0.5741673213009929,0.3186115904515387,0.14363490038339313
Hypothyroid,feature_F1,670488,self_paced,0.5882176204696689,0.6636605255105344,0.1623794400622149
NewThyroid1,pca_contribution,26226,curriculum,0.4515412434989401,0.6753875968992249,0.16129426026765634
Haberman,feature_MV,116740,curriculum,0.4935578353890072,0.3949165947656026,0.14786798219402295
NewThyroid1,pca_contribution,26226,static,0.4487328925043889,0.6423082063619353,0.167176017366519
Haberman,feature_MV,116740,static,0.5323236043571381,0.3602602818521714,0.1212916023342624
NewThyroid1,pca_contribution,26226,self_paced,0.41276846232647557,0.6894546912590217,0.15245498866725
NewThyroid1,feature_kDN,670488,curriculum,0.4502310390907838,0.6229283614006951,0.14021156708976865
Haberman,feature_MV,116740,self_paced,0.5592975440384813,0.3522073626689675,0.14478796837645705
NewThyroid1,feature_kDN,670488,static,0.4119176524349919,0.6755546645282009,0.12408599465874247
Haberman,feature_MV,26226,curriculum,0.5404214294094548,0.3571685360943342,0.1396888213492975
NewThyroid1,feature_kDN,670488,self_paced,0.42373975723652285,0.6194199411921946,0.14093443351661147
Haberman,feature_MV,26226,static,0.5441430864741857,0.37812769628990506,0.15906492380692389
NewThyroid1,feature_kDN,116740,curriculum,0.4523496388401819,0.6344894413258487,0.13861975195601905
Haberman,feature_MV,26226,self_paced,0.623247447772596,0.32661058383664077,0.18196466482523874
NewThyroid1,feature_kDN,116740,static,0.4605347815832881,0.6636594493450949,0.12195032427929423
NewThyroid1,feature_kDN,116740,self_paced,0.4390466794216775,0.6678361400695,0.1608547572623874
Haberman,feature_CB,670488,curriculum,0.5344082703038938,0.34927739430543575,0.13675259534647463
NewThyroid1,feature_kDN,26226,curriculum,0.44201712968148316,0.6360932905640203,0.1394276607989398
Haberman,feature_CB,670488,static,0.5131577958889882,0.4018190969226344,0.11639879044155022
NewThyroid1,feature_kDN,26226,static,0.4379712438669847,0.6674685912857524,0.1205871323805508
Haberman,feature_CB,670488,self_paced,0.610250720402948,0.3379170261719874,0.16860166656781786
NewThyroid1,feature_kDN,26226,self_paced,0.4486974934559909,0.6488906709435979,0.12590869166080212
NewThyroid1,feature_DS,670488,curriculum,0.46933389906369233,0.6776263031275059,0.16501291956947114
Haberman,feature_CB,116740,curriculum,0.5393018569488794,0.3858570606844981,0.15584826003714303
NewThyroid1,feature_DS,670488,static,0.43707517207922986,0.6638265169740712,0.16064226950804267
Haberman,feature_CB,116740,static,0.5336842446210454,0.3718183779119931,0.11127258683620964
NewThyroid1,feature_DS,670488,self_paced,0.4539400536314088,0.6253341352579525,0.1443160505478738
Haberman,feature_CB,116740,self_paced,0.5806846557257621,0.3338186655162496,0.13407304859222202
NewThyroid1,feature_DS,116740,curriculum,0.4440231551728172,0.7174552258754344,0.13894880416452193
Hypothyroid,feature_F1,116740,curriculum,0.5494956696560735,0.6271771033385392,0.16541905680153984
Haberman,feature_CB,26226,curriculum,0.510012721091694,0.3958153580672994,0.16636779058879764
NewThyroid1,feature_DS,116740,static,0.4560442927467267,0.6785618818497728,0.15701333975084525
NewThyroid1,feature_DS,116740,self_paced,0.4775691777285161,0.555934242181235,0.11681865604967624
Haberman,feature_CB,26226,static,0.5418780239938124,0.39169902214552776,0.10602086042841292
NewThyroid1,feature_DS,26226,curriculum,0.4926099871801863,0.6920609462710505,0.16824689388304684
Haberman,feature_CB,26226,self_paced,0.5594914790270169,0.34406456715559386,0.17941116810464075
NewThyroid1,feature_DS,26226,static,0.46564853039380316,0.7075648222400428,0.15105904317447427
Haberman,feature_N1,670488,curriculum,0.5103566941298203,0.4417781133160771,0.10568067686278902
NewThyroid1,feature_DS,26226,self_paced,0.45435553793973393,0.6226276396685378,0.15461363783164248
NewThyroid1,feature_DCP,670488,curriculum,0.4580309502503762,0.513532477947073,0.1320073005995008
Haberman,feature_N1,670488,static,0.532771901688513,0.38677379925222893,0.1581010996092994
NewThyroid1,feature_DCP,670488,static,0.4109593337410602,0.7289494787489975,0.12535652326029595
Haberman,feature_N1,670488,self_paced,0.5152633454173511,0.42175366695427097,0.17306268281518725
NewThyroid1,feature_DCP,670488,self_paced,0.48040136319171134,0.5835004009623095,0.13311117086823138
Haberman,feature_N1,116740,curriculum,0.5106374722058051,0.4250790911705493,0.15283767372068907
NewThyroid1,feature_DCP,116740,curriculum,0.5636270773248004,0.3820836674685913,0.12350411616736502
NewThyroid1,feature_DCP,116740,static,0.47462081864388556,0.6731823041967387,0.11624544494580426
Haberman,feature_N1,116740,static,0.4778541230015451,0.40491084268047167,0.14458109321639265
NewThyroid1,feature_DCP,116740,self_paced,0.4333666572052519,0.6869820903501737,0.13482600701290368
Haberman,feature_N1,116740,self_paced,0.542198264168163,0.3766896750071901,0.18250755613775885
NewThyroid1,feature_DCP,26226,curriculum,0.5181193092118945,0.4179363806468859,0.12229879933556548
Haberman,feature_N1,26226,curriculum,0.5301317046701348,0.4100337935001438,0.14422574195291563
NewThyroid1,feature_DCP,26226,static,0.4098526772739546,0.7189254210104251,0.1157246967895895
Haberman,feature_N1,26226,static,0.551277067109708,0.3846886683922922,0.16368540876403495
NewThyroid1,feature_DCP,26226,self_paced,0.44723820961908145,0.6256682705159048,0.14960423620502042
NewThyroid1,feature_TD_P,670488,curriculum,0.492215106759092,0.41255680299385195,0.061381228936896896
Haberman,feature_N1,26226,self_paced,0.5300256650180332,0.3513625251653725,0.19348684821421436
Hypothyroid,feature_F1,116740,static,0.5790186585590468,0.6845923034729537,0.16659668322243326
NewThyroid1,feature_TD_P,670488,static,0.46850626957213454,0.432604918470997,0.07144009511586233
Haberman,feature_N2,670488,curriculum,0.49690872742605,0.4111842105263158,0.14136685770796073
NewThyroid1,feature_TD_P,670488,self_paced,0.44185870007822897,0.6594493450948944,0.1610840261044326
Haberman,feature_N2,670488,static,0.5433786845762641,0.3987273511647972,0.16407308067126566
NewThyroid1,feature_TD_P,116740,curriculum,0.4648634906521692,0.6365276663993584,0.09721771989832963
Haberman,feature_N2,670488,self_paced,0.5341975673525031,0.405971383376474,0.19283387110443412
NewThyroid1,feature_TD_P,116740,static,0.4578414939978019,0.6410384923817161,0.09950974898338646
NewThyroid1,feature_TD_P,116740,self_paced,0.43507222499671216,0.6725140336808341,0.15984952863829988
Haberman,feature_N2,116740,curriculum,0.5242017392302945,0.41247842968075926,0.14370785642131398
NewThyroid1,feature_TD_P,26226,curriculum,0.47919418814072073,0.375,0.05920621261298471
Haberman,feature_N2,116740,static,0.5043824819868875,0.40237633016968655,0.15208996873168332
NewThyroid1,feature_TD_P,26226,static,0.50284069413129,0.3666132050253943,0.05440698867420385
Haberman,feature_N2,116740,self_paced,0.5523394543490132,0.3889847569744032,0.19472437689068367
NewThyroid1,feature_TD_P,26226,self_paced,0.46277332359880896,0.6519313017909649,0.1474906676410762
NewThyroid1,feature_TD_U,670488,curriculum,0.4673411523333255,0.43340684309008287,0.10259389535435451
Haberman,feature_N2,26226,curriculum,0.5426451111814947,0.4236051193557665,0.17160585343478965
NewThyroid1,feature_TD_U,670488,static,0.46843896216364467,0.39190724405239236,0.04823900662820182
Haberman,feature_N2,26226,static,0.4981116804215147,0.4221670980730515,0.14097686127094206
NewThyroid1,feature_TD_U,670488,self_paced,0.4149894864248906,0.6218591285752473,0.13499322877387937
Haberman,feature_N2,26226,self_paced,0.4823051740981374,0.42304788610871435,0.17132046699402048
NewThyroid1,feature_TD_U,116740,curriculum,0.5083527872436951,0.6645282010157711,0.11383644486821262
Haberman,feature_LSC,670488,curriculum,0.5703215331407626,0.3293787748058671,0.14605527408639793
NewThyroid1,feature_TD_U,116740,static,0.4956255914216571,0.6269045709703288,0.11154453886351377
NewThyroid1,feature_TD_U,116740,self_paced,0.43906601630991626,0.6253341352579525,0.14933228408239932
Haberman,feature_LSC,670488,static,0.6169131186463997,0.31400992234685077,0.16176888878513318
NewThyroid1,feature_TD_U,26226,curriculum,0.45558845784314983,0.48496391339214107,0.0498433944515725
Haberman,feature_LSC,670488,self_paced,0.589665198167672,0.3895419902214553,0.16176958386380405
Hypothyroid,feature_F1,116740,self_paced,0.549108229154102,0.667082823078272,0.1747612023416027
NewThyroid1,feature_TD_U,26226,static,0.45718648961420993,0.44039026998128844,0.05163737995117035
Haberman,feature_LSC,116740,curriculum,0.5503197103807972,0.3795657175726201,0.1309477194216593
NewThyroid1,feature_TD_U,26226,self_paced,0.4197152522135392,0.6293771718791766,0.1457851697484104
NewThyroid1,feature_CL,670488,curriculum,0.429689384531316,0.6401363271852446,0.12293789283202686
Haberman,feature_LSC,116740,static,0.603480015189367,0.3169758412424504,0.16563813126035484
NewThyroid1,feature_CL,670488,static,0.43675313181423325,0.6927626303127506,0.12386927607688941
Haberman,feature_LSC,116740,self_paced,0.5498701517574711,0.40561187805579524,0.1493249080606497
NewThyroid1,feature_CL,670488,self_paced,0.3954205276143114,0.6619219460037423,0.16638988431540858
Haberman,feature_LSC,26226,curriculum,0.5568972910160103,0.3389236410698878,0.15566990012650453
NewThyroid1,feature_CL,116740,curriculum,0.4844816685694179,0.659516172146485,0.13264312912805556
Haberman,feature_LSC,26226,static,0.5780377523628393,0.3053098935864251,0.13492517147161767
NewThyroid1,feature_CL,116740,static,0.47061608768810287,0.72928361400695,0.1394876679254546
NewThyroid1,feature_CL,116740,self_paced,0.41277171002852026,0.7038225073509757,0.14124266897508633
Haberman,feature_LSC,26226,self_paced,0.5055191525180264,0.38175870002876044,0.19102331706103715
NewThyroid1,feature_CL,26226,curriculum,0.465069044188441,0.6091285752472602,0.09384685864235041
Haberman,feature_LSR,670488,curriculum,0.5160755431814188,0.36171627840092035,0.15239094590246083
NewThyroid1,feature_CL,26226,static,0.43812725594434127,0.71341218925421,0.12109419942532824
Haberman,feature_LSR,670488,static,0.5130721558341208,0.3687446074201898,0.15105531041435094
NewThyroid1,feature_CL,26226,self_paced,0.45683175483633515,0.6151095963646084,0.12653079284148327
Haberman,feature_LSR,670488,self_paced,0.5597440181310754,0.36773799252228934,0.17677426432288523
NewThyroid1,feature_CLD,670488,curriculum,0.42089317911191804,0.6450147019513498,0.12419300077218155
NewThyroid1,feature_CLD,670488,static,0.4647453762070301,0.720596097300187,0.1381528359275858
Haberman,feature_LSR,116740,curriculum,0.5872441193431425,0.3753235547886109,0.14937448237290313
NewThyroid1,feature_CLD,670488,self_paced,0.4288291711555487,0.7090016038492383,0.11395707832965486
Haberman,feature_LSR,116740,static,0.5263350354885173,0.3401998849582974,0.12371063893017409
NewThyroid1,feature_CLD,116740,curriculum,0.44944617294007166,0.6611534349104518,0.13636626446004294
Haberman,feature_LSR,116740,self_paced,0.561137259747645,0.3479831751509922,0.18998202384413845
NewThyroid1,feature_CLD,116740,static,0.44154610136126066,0.7061614541566427,0.15738922700086302
Hypothyroid,feature_F1,26226,curriculum,0.5492814585496222,0.6513051400871054,0.17451102285937387
NewThyroid1,feature_CLD,116740,self_paced,0.4394371151200598,0.638532477947073,0.13133724315397524
Haberman,feature_LSR,26226,curriculum,0.515384804713325,0.38177667529479437,0.15238247306175445
NewThyroid1,feature_CLD,26226,curriculum,0.4389412495668795,0.6635926222935044,0.13456995420013995
Haberman,feature_LSR,26226,static,0.5682898930345232,0.37870290480299107,0.17800424482763166
NewThyroid1,feature_CLD,26226,static,0.46335694258507676,0.7157177225340817,0.12009735963718295
Haberman,feature_LSR,26226,self_paced,0.5000510437416319,0.39159117054932413,0.20245991710177397
NewThyroid1,feature_CLD,26226,self_paced,0.43246062122493456,0.6840751136059877,0.11795014834400978
Haberman,feature_Harmfulness,670488,curriculum,0.5084694608415719,0.4727854472246189,0.0540445557448416
NewThyroid1,feature_MV,670488,curriculum,0.45777927139281627,0.6849438652766641,0.15507441948689715
NewThyroid1,feature_MV,670488,static,0.45610888084547796,0.688953488372093,0.1631064106498705
Haberman,feature_Harmfulness,670488,static,0.4766826686824397,0.4739897900488927,0.07634834013505924
NewThyroid1,feature_MV,670488,self_paced,0.4176111384187805,0.6011761561079925,0.16337216013184905
Haberman,feature_Harmfulness,670488,self_paced,0.4959554159665733,0.4038682772505033,0.19830648485329325
NewThyroid1,feature_MV,116740,curriculum,0.4904368433962758,0.6955359529537556,0.18981781406648085
Haberman,feature_Harmfulness,116740,curriculum,0.4840734307094623,0.45845916019557087,0.05961373065247777
NewThyroid1,feature_MV,116740,static,0.4663427417015547,0.67057604918471,0.1941491155228166
Haberman,feature_Harmfulness,116740,static,0.44430127383668844,0.4783577796951395,0.05469426564732828
NewThyroid1,feature_MV,116740,self_paced,0.44296281935533066,0.6421745522587543,0.15219668806559633
NewThyroid1,feature_MV,26226,curriculum,0.48608233955090047,0.6813017909649827,0.16124949355015
Haberman,feature_Harmfulness,116740,self_paced,0.5515349153152457,0.351200747771067,0.1700508543529647
NewThyroid1,feature_MV,26226,static,0.4826366957106381,0.7050253942796044,0.14027587111453002
Haberman,feature_Harmfulness,26226,curriculum,0.4838193233464855,0.47307305148116197,0.062408063107046344
NewThyroid1,feature_MV,26226,self_paced,0.4303364582034509,0.6470195134990645,0.15226116589426295
Haberman,feature_Harmfulness,26226,static,0.43029989799993795,0.4880104975553638,0.06521938554272334
NewThyroid1,feature_CB,670488,curriculum,0.42748414155451375,0.6942328254477412,0.15362785194065356
NewThyroid1,feature_CB,670488,static,0.4253991139178395,0.6995789895749799,0.15746105861838683
Haberman,feature_Harmfulness,26226,self_paced,0.5604508362985996,0.38628846706931264,0.20750480498247773
Hypothyroid,feature_F1,26226,static,0.5542825181289633,0.6434556175199495,0.1663874385315593
NewThyroid1,feature_CB,670488,self_paced,0.4393299525184811,0.6387997861534349,0.1510327440294166
Haberman,feature_F1,670488,curriculum,0.6124539334831727,0.33877983894161634,0.12883209492978973
NewThyroid1,feature_CB,116740,curriculum,0.46181286064025673,0.7022520716385993,0.1625087188667027
Haberman,feature_F1,670488,static,0.5719707360785581,0.31532211676732813,0.14887872346136893
NewThyroid1,feature_CB,116740,static,0.43938230190305294,0.6912590216519647,0.17802286292482253
Haberman,feature_F1,670488,self_paced,0.6497668488946258,0.3061187805579523,0.1531365947882121
NewThyroid1,feature_CB,116740,self_paced,0.4664505383280899,0.6359262229350441,0.1665412048436294
NewThyroid1,feature_CB,26226,curriculum,0.46495006655023596,0.6973402833466987,0.1506286783035736
Haberman,feature_F1,116740,curriculum,0.5793758900816258,0.31215846994535523,0.12973756067558576
NewThyroid1,feature_CB,26226,static,0.44324320071688456,0.7233694199411921,0.12960975723219137
Haberman,feature_F1,116740,static,0.625044544129038,0.3161130284728214,0.1455252004835226
NewThyroid1,feature_CB,26226,self_paced,0.45407142640319686,0.6390670943597969,0.15623917416957767
Haberman,feature_F1,116740,self_paced,0.5679426327267753,0.2913610871440897,0.15445153069902395
NewThyroid1,feature_N1,670488,curriculum,0.46602113120973315,0.6288091419406576,0.07707327144970415
NewThyroid1,feature_N1,670488,static,0.4615338389453198,0.6209903769045709,0.08414261577209338
Haberman,feature_F1,26226,curriculum,0.5717567107705926,0.32220664365832613,0.1321126475737566
NewThyroid1,feature_N1,670488,self_paced,0.4315932889987437,0.6308139534883721,0.1851552367134932
Haberman,feature_F1,26226,static,0.5812836103311573,0.3529443485763589,0.1332171438689453
NewThyroid1,feature_N1,116740,curriculum,0.45685836630356863,0.6054865009355787,0.09182222314705449
Haberman,feature_F1,26226,self_paced,0.5781121256479581,0.32808455565142364,0.13960842824379407
NewThyroid1,feature_N1,116740,static,0.44171548761234647,0.642809409248864,0.11409219510227203
Haberman,feature_F2,670488,curriculum,0.49713830500715284,0.5245901639344261,0.0998857180897864
NewThyroid1,feature_N1,116740,self_paced,0.47050871153394025,0.6729484095161721,0.17423229835492474
NewThyroid1,feature_N1,26226,curriculum,0.4902126458675783,0.623897353648757,0.08827896514993533
Haberman,feature_F2,670488,static,0.4856653622210437,0.5301624964049467,0.10709105947525695
NewThyroid1,feature_N1,26226,static,0.48595001098580987,0.6804998663458969,0.0973506614942718
