dataset,hardness_metric,seed,weighting_strategy,mean_similarity,mean_ks_statistic,std_ks_statistic
Hepatitis,feature_kDN,670488,static,0.47774155464850615,0.6767921146953404,0.12013664788921176
Hepatitis,feature_kDN,670488,self_paced,0.4852485622825304,0.6636200716845878,0.10947492405067885
Hepatitis,feature_kDN,116740,curriculum,0.4890782064013905,0.6780017921146952,0.12156373656601915
Hepatitis,feature_kDN,116740,static,0.4900274959965001,0.6830421146953405,0.11744022705459252
Hepatitis,feature_kDN,116740,self_paced,0.48127448511525706,0.6793682795698925,0.12558326643798098
Hepatitis,feature_kDN,26226,curriculum,0.49666590614459566,0.6591397849462364,0.11497803772539981
Hepatitis,feature_kDN,26226,static,0.4795487639096166,0.6648073476702508,0.11326686573141566
Hepatitis,feature_kDN,26226,self_paced,0.48173854332455235,0.6393145161290322,0.11754760164712572
Hepatitis,feature_DS,670488,curriculum,0.5033916661246759,0.6671146953405018,0.11125924121122616
Hepatitis,feature_DS,670488,static,0.5029270841083765,0.6514112903225807,0.10289556438307404
Hepatitis,feature_DS,670488,self_paced,0.4661951040866805,0.6263664874551973,0.1471789860829961
Hypothyroid,feature_DCP,116740,static,0.4859886252534413,0.8717549000926399,0.13504039032389314
Hepatitis,feature_DS,116740,curriculum,0.48959621919412033,0.6722894265232975,0.11200497085657753
Hepatitis,feature_DS,116740,static,0.49313225271361605,0.6663978494623655,0.115025147459105
Hepatitis,feature_DS,116740,self_paced,0.4830232375774595,0.6655241935483872,0.12631623804982653
Hepatitis,feature_DS,26226,curriculum,0.4934685270622973,0.6438620071684588,0.12267479164317122
Hepatitis,feature_DS,26226,static,0.4922063096979674,0.6391801075268816,0.12002430414817136
Hepatitis,feature_DS,26226,self_paced,0.4827437184180516,0.6489471326164873,0.11492756185454937
Hepatitis,feature_DCP,670488,curriculum,0.5043770441218498,0.6092517921146954,0.13577163380519697
Hepatitis,feature_DCP,670488,static,0.45763809229183405,0.6883512544802868,0.11577943431526236
Hepatitis,feature_DCP,670488,self_paced,0.4963050536369211,0.6106406810035844,0.13941069130831316
Hepatitis,feature_DCP,116740,curriculum,0.46808226723985036,0.6546370967741936,0.14470849519708937
Hepatitis,feature_DCP,116740,static,0.4679341202832586,0.6391353046594982,0.14042783041526363
Hepatitis,feature_DCP,116740,self_paced,0.49400153435914235,0.6779793906810037,0.11558947678031883
Hepatitis,feature_DCP,26226,curriculum,0.4989077823042291,0.5486335125448029,0.14821682901713232
Hepatitis,feature_DCP,26226,static,0.5271782804715839,0.5309363799283154,0.13181308725991442
Hepatitis,feature_DCP,26226,self_paced,0.47812677792606745,0.6368727598566307,0.12036993030831683
Hepatitis,feature_TD_P,670488,curriculum,0.5172699981060129,0.6199820788530468,0.14131016140231514
Hepatitis,feature_TD_P,670488,static,0.49758955589907594,0.5870967741935483,0.15675827358681776
Hepatitis,feature_TD_P,670488,self_paced,0.49853914123404974,0.6385528673835126,0.12189458707057567
Hypothyroid,feature_DCP,116740,self_paced,0.5431866902424047,0.650586937799312,0.16490828614368422
Hepatitis,feature_TD_P,116740,curriculum,0.4963716027188437,0.617562724014337,0.1447057295775011
Hepatitis,feature_TD_P,116740,static,0.5013002021543488,0.6351702508960574,0.13618628042006825
Hepatitis,feature_TD_P,116740,self_paced,0.5007007771734685,0.6389112903225806,0.13451582304909776
Hepatitis,feature_TD_P,26226,curriculum,0.4679538053078189,0.6482750896057347,0.15142769196349676
Hepatitis,feature_TD_P,26226,static,0.48074987891740295,0.6630824372759857,0.13173909664628813
Hepatitis,feature_TD_P,26226,self_paced,0.49916480872016655,0.6373655913978494,0.1340955434233269
Hepatitis,feature_TD_U,670488,curriculum,0.47854536895923994,0.6225582437275985,0.13899886348693993
Hepatitis,feature_TD_U,670488,static,0.4860248677085835,0.6609767025089606,0.13386494740868846
Hepatitis,feature_TD_U,670488,self_paced,0.4993907437028954,0.6533378136200718,0.1214622075061067
Hepatitis,feature_TD_U,116740,curriculum,0.484429144886876,0.6452956989247312,0.1452667669031735
Hepatitis,feature_TD_U,116740,static,0.4912256444141308,0.6508064516129032,0.14685177117519968
Hepatitis,feature_TD_U,116740,self_paced,0.5012166758269961,0.6666666666666667,0.11504369631254496
Hepatitis,feature_TD_U,26226,curriculum,0.48258514760780846,0.6385528673835126,0.15147847971586878
Hepatitis,feature_TD_U,26226,static,0.4986531994954318,0.6155465949820789,0.16941710680381106
Hepatitis,feature_TD_U,26226,self_paced,0.47444902800844285,0.6643145161290323,0.12769240662977685
Hepatitis,feature_CL,670488,curriculum,0.48155421387534636,0.660304659498208,0.1165087001580696
Hepatitis,feature_CL,670488,static,0.506737238688381,0.6537186379928317,0.12045756448769317
Hypothyroid,feature_DCP,26226,curriculum,0.4626814848162684,0.8137937616037415,0.15783011280275233
Hepatitis,feature_CL,670488,self_paced,0.48714382943129775,0.6617383512544802,0.11816878364892712
Hepatitis,feature_CL,116740,curriculum,0.49288039952979756,0.6653449820788531,0.11720540358712757
Hepatitis,feature_CL,116740,static,0.5023828521319003,0.6502240143369175,0.12387479167764812
Hepatitis,feature_CL,116740,self_paced,0.4696840186088503,0.6759632616487455,0.11820698691749071
Hepatitis,feature_CL,26226,curriculum,0.5038797014514926,0.6517025089605735,0.11131591354689335
Hepatitis,feature_CL,26226,static,0.5080884176617757,0.6548611111111111,0.10653913437992522
Hepatitis,feature_CL,26226,self_paced,0.45299083696017484,0.6569668458781361,0.12126542052296094
Hepatitis,feature_CLD,670488,curriculum,0.48527641269223226,0.6725806451612903,0.11193130047030628
Hepatitis,feature_CLD,670488,static,0.4760415411589484,0.667271505376344,0.11144241808439144
Hepatitis,feature_CLD,670488,self_paced,0.49402042035979354,0.6189516129032258,0.13333588508513233
Hepatitis,feature_CLD,116740,curriculum,0.48245814511791035,0.6753360215053764,0.1217381608932598
Hepatitis,feature_CLD,116740,static,0.48743411145944626,0.674641577060932,0.11262246766642814
Hepatitis,feature_CLD,116740,self_paced,0.4915909554778008,0.6265008960573477,0.15929661073333226
Hepatitis,feature_CLD,26226,curriculum,0.5038976731578078,0.6531810035842295,0.1190242709198321
Hepatitis,feature_CLD,26226,static,0.4718566306886236,0.6824596774193548,0.11474196057378186
Hepatitis,feature_CLD,26226,self_paced,0.4654314948761787,0.641442652329749,0.12003231680898223
Hepatitis,feature_MV,670488,curriculum,0.48408462080370274,0.6533826164874552,0.11788955559374514
Hepatitis,feature_MV,670488,static,0.4945329125466122,0.6665322580645163,0.10613241360264113
Hypothyroid,feature_DCP,26226,static,0.4741344872568341,0.8331506951434402,0.15650177836509238
Hepatitis,feature_MV,670488,self_paced,0.4960832105557806,0.6189964157706094,0.1288670506245921
Hepatitis,feature_MV,116740,curriculum,0.5050624960639559,0.6637096774193547,0.12128645125455356
Hepatitis,feature_MV,116740,static,0.49777426907365346,0.6680331541218638,0.09779999798022417
Hepatitis,feature_MV,116740,self_paced,0.5074813656845831,0.6299507168458781,0.14910132250969765
Hepatitis,feature_MV,26226,curriculum,0.5117601665640971,0.6398297491039425,0.10680536564264922
Hepatitis,feature_MV,26226,static,0.46840417482679614,0.6692652329749105,0.1083772564384852
Hepatitis,feature_MV,26226,self_paced,0.4859006257118454,0.6241263440860216,0.13141609526627043
Hepatitis,feature_CB,670488,curriculum,0.4963560820070582,0.6372759856630824,0.12074197370734606
Hepatitis,feature_CB,670488,static,0.47477517573589145,0.68125,0.10414662147671705
Hepatitis,feature_CB,670488,self_paced,0.4988355826641658,0.6377688172043011,0.14913073715210687
Hepatitis,feature_CB,116740,curriculum,0.5168725036461019,0.6715725806451613,0.12149357000017244
Hepatitis,feature_CB,116740,static,0.4910997925198785,0.683736559139785,0.12333155246834393
Hepatitis,feature_CB,116740,self_paced,0.4781486526059654,0.6464605734767026,0.12573898191063207
Hepatitis,feature_CB,26226,curriculum,0.4921951068861317,0.6415770609318996,0.1102269823366808
Hepatitis,feature_CB,26226,static,0.47334299723847034,0.6737231182795698,0.11398010383478314
Hepatitis,feature_CB,26226,self_paced,0.4874486692470021,0.6370295698924732,0.14200934942967325
Hepatitis,feature_N1,670488,curriculum,0.4907694037109658,0.6369847670250897,0.10713197297829591
Hepatitis,feature_N1,670488,static,0.5090759937522827,0.643660394265233,0.11294511182910748
Hypothyroid,feature_DCP,26226,self_paced,0.5410372133778366,0.6834451262691906,0.1659874569562989
Hepatitis,feature_N1,670488,self_paced,0.47854995809848666,0.6571908602150537,0.11583367636398495
Hepatitis,feature_N1,116740,curriculum,0.5058486232383402,0.6289202508960574,0.11840092298557157
Hepatitis,feature_N1,116740,static,0.498709254624673,0.6543682795698924,0.11969775695785197
Hepatitis,feature_N1,116740,self_paced,0.4796211262500812,0.6579749103942651,0.12588851557150116
Hepatitis,feature_N1,26226,curriculum,0.49486405650062215,0.6410394265232975,0.11864942987027155
Hepatitis,feature_N1,26226,static,0.4974704820983753,0.6483422939068101,0.12616084127483176
Hepatitis,feature_N1,26226,self_paced,0.4844029482276291,0.6458109318996417,0.11753709915500142
Hepatitis,feature_N2,670488,curriculum,0.4950804658985877,0.6598566308243728,0.1170768964623501
Hepatitis,feature_N2,670488,static,0.4781506010072431,0.6498431899641577,0.12283615109160058
Hepatitis,feature_N2,670488,self_paced,0.47312264192755243,0.6656810035842294,0.10773069095726304
Hepatitis,feature_N2,116740,curriculum,0.5106119274200039,0.6543906810035842,0.13229342248663276
Hepatitis,feature_N2,116740,static,0.5097527076012445,0.6646729390681003,0.1310516783430103
Hepatitis,feature_N2,116740,self_paced,0.4752576874403967,0.6842965949820787,0.11867249304465155
Hepatitis,feature_N2,26226,curriculum,0.5024944342984587,0.6436603942652329,0.14261839112803718
Hepatitis,feature_N2,26226,static,0.4918447095564815,0.6739471326164874,0.12840238185657557
Hepatitis,feature_N2,26226,self_paced,0.48681682364423445,0.6432123655913978,0.1365219367985924
Hepatitis,feature_LSC,670488,curriculum,0.49312839323317814,0.6329973118279569,0.13044424470320123
Hepatitis,feature_LSC,670488,static,0.5140595397556709,0.6119399641577061,0.12742460654339208
Hypothyroid,feature_TD_P,670488,curriculum,0.5520078042047716,0.7403217773755064,0.19338765954137568
Hepatitis,feature_LSC,670488,self_paced,0.4734082679988742,0.6696908602150538,0.12807461134506712
Hepatitis,feature_LSC,116740,curriculum,0.49671392056946706,0.6433243727598567,0.12213732513531762
Hepatitis,feature_LSC,116740,static,0.49825403109031735,0.644578853046595,0.12435859676053926
Hepatitis,feature_LSC,116740,self_paced,0.48807898918284687,0.683736559139785,0.11934737974098947
Hepatitis,feature_LSC,26226,curriculum,0.49831421709060897,0.6318772401433692,0.13561216473610538
Hepatitis,feature_LSC,26226,static,0.4949934105008347,0.6430779569892474,0.12658608168334806
Hepatitis,feature_LSC,26226,self_paced,0.4719916467460354,0.6584005376344086,0.11977177235307022
Hepatitis,feature_LSR,670488,curriculum,0.5072167432417027,0.6351926523297491,0.16225634611121173
Hepatitis,feature_LSR,670488,static,0.4926000233424118,0.6250672043010754,0.1268696074948069
Hepatitis,feature_LSR,670488,self_paced,0.4958086991076322,0.6610439068100359,0.12700411584349464
Hepatitis,feature_LSR,116740,curriculum,0.5225433362373847,0.6633512544802868,0.1409212500123832
Hepatitis,feature_LSR,116740,static,0.5114459141133008,0.6594310035842292,0.13456713134652057
Hepatitis,feature_LSR,116740,self_paced,0.5103185517196358,0.6384632616487456,0.11980955872438129
Hepatitis,feature_LSR,26226,curriculum,0.49742446545362123,0.6412858422939067,0.14985211477249247
Hepatitis,feature_LSR,26226,static,0.485627829820931,0.6476702508960572,0.13801656920069022
Hepatitis,feature_LSR,26226,self_paced,0.48846963932758386,0.6390905017921147,0.13454208388364935
Hepatitis,feature_Harmfulness,670488,curriculum,0.4673043800441926,0.6203629032258065,0.15908124002578677
Hepatitis,feature_Harmfulness,670488,static,0.4668525233466514,0.6199148745519714,0.15618708025172034
Hypothyroid,feature_TD_P,670488,static,0.48079390438208686,0.8742164930209196,0.13583313735354394
Hepatitis,feature_Harmfulness,670488,self_paced,0.4682386744098281,0.6701836917562723,0.10961140997351092
Hepatitis,feature_Harmfulness,116740,curriculum,0.48163246894385847,0.6299955197132616,0.15988054200147647
Hepatitis,feature_Harmfulness,116740,static,0.47682609705167156,0.6485663082437276,0.15322065796544365
Hepatitis,feature_Harmfulness,116740,self_paced,0.49780848215216184,0.652105734767025,0.12427224364407452
Hepatitis,feature_Harmfulness,26226,curriculum,0.4699107754221818,0.6283826164874551,0.153314369684789
Hepatitis,feature_Harmfulness,26226,static,0.46452054186104164,0.6349238351254481,0.14219729074997936
Hepatitis,feature_Harmfulness,26226,self_paced,0.46378476380869893,0.6515456989247312,0.13136685677540533
Hepatitis,feature_F1,670488,curriculum,0.48665579534355613,0.6545250896057349,0.1329039812787605
Hepatitis,feature_F1,670488,static,0.48779414490173717,0.62997311827957,0.13393306708648337
Hepatitis,feature_F1,670488,self_paced,0.49907206045829894,0.6339605734767026,0.12337142941737014
Hepatitis,feature_F1,116740,curriculum,0.5219116561213785,0.6436155913978494,0.1220571444659097
Hepatitis,feature_F1,116740,static,0.486072226924871,0.6502016129032258,0.1405283109522856
Hepatitis,feature_F1,116740,self_paced,0.49547130962770275,0.6464829749103942,0.12168449502414103
Hepatitis,feature_F1,26226,curriculum,0.5014470595550449,0.6374103942652329,0.13725277072624598
Hepatitis,feature_F1,26226,static,0.5011876432420472,0.6140681003584229,0.116540207244871
Hepatitis,feature_F1,26226,self_paced,0.4899425594548732,0.6415098566308244,0.12588140986424873
Hepatitis,feature_F2,670488,curriculum,0.5178986209159375,0.6299283154121864,0.12047573513742049
Hypothyroid,feature_TD_P,670488,self_paced,0.6241204124355945,0.7120784558522558,0.1775044629181113
Hepatitis,feature_F2,670488,static,0.45294124504296657,0.6897401433691757,0.11126072963490109
Hepatitis,feature_F2,670488,self_paced,0.4857824215723043,0.6508736559139785,0.1315363563840898
Hepatitis,feature_F2,116740,curriculum,0.4779485275441781,0.6712141577060933,0.13217258020121672
Hepatitis,feature_F2,116740,static,0.4396442965947911,0.6937275985663083,0.1204684372140475
Hepatitis,feature_F2,116740,self_paced,0.49508674736224123,0.6370295698924731,0.1384002761354406
Hepatitis,feature_F2,26226,curriculum,0.5404316984130881,0.6069668458781362,0.14257838550153257
Hepatitis,feature_F2,26226,static,0.4438234246092996,0.6982078853046595,0.11044369369507176
Hepatitis,feature_F2,26226,self_paced,0.5025267006500135,0.6257616487455199,0.11980341191974322
Hepatitis,feature_F3,670488,curriculum,0.47817065664538,0.6686827956989249,0.11233826511430772
Hepatitis,feature_F3,670488,static,0.47045900236822674,0.6661066308243728,0.12157511094476534
Hepatitis,feature_F3,670488,self_paced,0.47432312434236834,0.6440412186379929,0.12400260960099713
Hepatitis,feature_F3,116740,curriculum,0.4897811833121821,0.6662858422939067,0.11864864107145165
Hepatitis,feature_F3,116740,static,0.48470846468129886,0.6811603942652329,0.12296508129897207
Hepatitis,feature_F3,116740,self_paced,0.5027953953270939,0.6482302867383511,0.1149026529850331
Hepatitis,feature_F3,26226,curriculum,0.46216064842434396,0.666913082437276,0.1175037923633194
Hepatitis,feature_F3,26226,static,0.47982569546480197,0.6530913978494622,0.1200937580015564
Hepatitis,feature_F3,26226,self_paced,0.5198231324921915,0.6462813620071686,0.1291152644574244
Hepatitis,feature_F4,670488,curriculum,0.4771822320364694,0.6298387096774194,0.13155533322553264
Hypothyroid,feature_TD_P,116740,curriculum,0.5205155528749307,0.7515680429312904,0.17779251663167084
Hepatitis,feature_F4,670488,static,0.49011613634885925,0.641173835125448,0.12668147616587933
Hepatitis,feature_F4,670488,self_paced,0.49201315262302114,0.6687500000000001,0.11581773246637564
Hepatitis,feature_F4,116740,curriculum,0.5010378565408229,0.6158602150537634,0.14473402483180686
Hepatitis,feature_F4,116740,static,0.5033883067669535,0.639986559139785,0.14376055973945098
