dataset,hardness_metric,seed,weighting_strategy,mean_similarity,mean_real_score,mean_synth_score,std_real_score,std_synth_score,score_difference
Hypothyroid,relative_entropy,116740,static,0.7721819790900536,0.3954090326277897,0.3487903759932905,4.9205967656114654e-05,0.0021771852906029066,0.04661865663449921
BCWDD,feature_CL,116740,self_paced,0.7676990134999996,0.23406454032850854,0.20140883298865098,0.0012323269940856857,0.0013557280110112649,0.032655707339857565
NewThyroid2,feature_N1,116740,self_paced,0.8898328280269431,0.2695586592990631,0.2665301181999045,0.0,0.003223473800546306,0.003028541099158566
NewThyroid2,feature_N1,26226,curriculum,0.6179071609242345,0.2726460846149061,0.31441542555808744,0.0,0.008376891494895788,0.041769340943181354
BCWDD,feature_CL,26226,curriculum,0.8053230776699363,0.23027166246111871,0.21814897140184064,0.0036947827007027573,0.0011554081230034689,0.012122691059278073
NewThyroid2,feature_N1,26226,static,0.6677426557293463,0.2726460846149061,0.29623224333036674,0.0,0.003701909965352034,0.02358615871546066
BCWDD,feature_CL,26226,static,0.7956805226827535,0.23027166246111871,0.21701150449218745,0.0036947827007027573,0.0009017128469165917,0.013260157968931263
NewThyroid2,feature_N1,26226,self_paced,0.8453121777262786,0.2726460846149061,0.2747559948635102,0.0,0.003794643842918734,0.00210991024860413
NewThyroid2,feature_N2,670488,curriculum,0.8412087604249465,0.2665847395040548,0.27011745115128144,0.0,0.0014833803605000528,0.0035327116472266273
BCWDD,feature_CL,26226,self_paced,0.7351767565353278,0.23027166246111871,0.19525055131861072,0.003694782700702773,0.0003110702308340922,0.035021111142508
NewThyroid2,feature_N2,670488,static,0.8768637425696791,0.2665847395040548,0.2700410729373039,0.0,0.0029961328130706016,0.0034563334332490814
BCWDD,feature_CLD,670488,curriculum,0.8629552495949361,0.22541749030518263,0.21603986795334876,0.001824960029717798,0.0019329707295058758,0.00937762235183387
NewThyroid2,feature_N2,670488,self_paced,0.8651797132672114,0.2665847395040548,0.2538805492689195,0.0,0.0025427456407728826,0.012704190235135304
NewThyroid2,feature_N2,116740,curriculum,0.8240936305896479,0.2695586592990631,0.2777355357630991,0.0,0.0026095629629895845,0.008176876464036031
BCWDD,feature_CLD,670488,static,0.861136014626653,0.22541749030518263,0.21426181144494624,0.0018249600297177721,0.00468136546774116,0.011155678860236384
NewThyroid2,feature_N2,116740,static,0.852842240530552,0.2695586592990631,0.2738995498930448,0.0,0.002172838128362066,0.004340890593981739
BCWDD,feature_CLD,670488,self_paced,0.7586241481777699,0.22541749030518263,0.20175240960282337,0.0018249600297177721,0.0018740131313207547,0.02366508070235926
NewThyroid2,feature_N2,116740,self_paced,0.7633891727393692,0.2695586592990631,0.27133564849778313,0.0,0.005105677300969039,0.001776989198720047
NewThyroid2,feature_N2,26226,curriculum,0.8907751956591277,0.2726460846149061,0.2716886798962846,0.0,0.003958140318070247,0.0009574047186214907
BCWDD,feature_CLD,116740,curriculum,0.8195587063096282,0.23406454032850854,0.2207909340206353,0.0012323269940856974,0.0020917934213476185,0.013273606307873248
NewThyroid2,feature_N2,26226,static,0.8879645089426915,0.2726460846149061,0.274448349367175,0.0,0.0026151671095795805,0.0018022647522689117
BCWDD,feature_CLD,116740,static,0.8132820536240182,0.23406454032850854,0.21720482977875122,0.0012323269940856857,0.0018962626411084592,0.016859710549757323
NewThyroid2,feature_N2,26226,self_paced,0.8014284229877654,0.2726460846149061,0.27656930915752914,0.0,0.006821327459868592,0.0039232245426230605
Hypothyroid,relative_entropy,116740,self_paced,0.8428861805360905,0.3954090326277897,0.32736916708381253,4.9205967656114654e-05,0.0005623791116625386,0.06803986554397717
NewThyroid2,feature_LSC,670488,curriculum,0.8830331090323714,0.2665847395040548,0.2770175336376718,0.0,0.0022577423139576182,0.010432794133616974
BCWDD,feature_CLD,116740,self_paced,0.7749075145623491,0.23406454032850854,0.20623119561991643,0.0012323269940856857,0.0021657028168316924,0.02783334470859211
NewThyroid2,feature_LSC,670488,static,0.8313334632066024,0.2665847395040548,0.2774499028499506,0.0,0.0038551401827543142,0.010865163345895767
NewThyroid2,feature_LSC,670488,self_paced,0.8091885837276339,0.2665847395040548,0.27791952007514187,0.0,0.009271785248031144,0.011334780571087055
BCWDD,feature_CLD,26226,curriculum,0.801832116892554,0.23027166246111871,0.2157833747042133,0.0036947827007027573,0.0008509834002860456,0.014488287756905416
NewThyroid2,feature_LSC,116740,curriculum,0.834407192696532,0.2695586592990631,0.27467876072311254,0.0,0.0012436122725326857,0.00512010142404945
BCWDD,feature_CLD,26226,static,0.814095623858817,0.23027166246111871,0.22818713679341393,0.003694782700702773,0.000561855644535214,0.002084525667704784
NewThyroid2,feature_LSC,116740,static,0.8275927973876965,0.2695586592990631,0.2776581053678709,0.0,0.002143743665679804,0.008099446068807803
NewThyroid2,feature_LSC,116740,self_paced,0.9042073461676626,0.2695586592990631,0.27164795515237555,3.204937810639273e-17,0.002495974160193134,0.0020892958533124673
BCWDD,feature_CLD,26226,self_paced,0.7415128465350517,0.23027166246111871,0.20290370236321195,0.0036947827007027573,0.0016056850603511773,0.027367960097906763
NewThyroid2,feature_LSC,26226,curriculum,0.84278524911923,0.2726460846149061,0.2803334500671313,0.0,0.0025759205225027336,0.007687365452225203
BCWDD,feature_MV,670488,curriculum,0.8155517077639438,0.22541749030518263,0.2073423609415015,0.0018249600297177721,0.002412845085824796,0.018075129363681136
NewThyroid2,feature_LSC,26226,static,0.742195009408318,0.2726460846149061,0.2853245844677617,0.0,0.00047359568986548206,0.01267849985285563
NewThyroid2,feature_LSC,26226,self_paced,0.8864572729744321,0.2726460846149061,0.27401983903633226,0.0,0.005343857676389629,0.0013737544214261765
BCWDD,feature_MV,670488,static,0.7672703129445483,0.22541749030518263,0.21207165207321985,0.0018249600297177721,0.0018665108758193047,0.013345838231962781
NewThyroid2,feature_LSR,670488,curriculum,0.6939050380172836,0.2665847395040548,0.2826159843622894,0.0,0.004067159648113146,0.016031244858234595
BCWDD,feature_MV,670488,self_paced,0.8197494178337498,0.22541749030518263,0.20738976787822386,0.0018249600297177721,0.0007002314607069534,0.01802772242695877
NewThyroid2,feature_LSR,670488,static,0.8265894180542162,0.2665847395040548,0.2696156487405384,0.0,0.0007906316546621037,0.003030909236483581
NewThyroid2,feature_LSR,670488,self_paced,0.8734683293320206,0.2665847395040548,0.2569108170673608,0.0,0.00184201366380892,0.009673922436694016
BCWDD,feature_MV,116740,curriculum,0.792490849620527,0.23406454032850854,0.21507296913276522,0.0012323269940856857,0.0013904526689651716,0.018991571195743323
NewThyroid2,feature_LSR,116740,curriculum,0.8890564192666882,0.2695586592990631,0.2702104677598389,0.0,0.004451006043157451,0.0006518084607758379
BCWDD,feature_MV,116740,static,0.756342268031353,0.23406454032850854,0.19525465320438698,0.0012323269940856857,0.001949639606382247,0.03880988712412156
NewThyroid2,feature_LSR,116740,static,0.8218325244458099,0.2695586592990631,0.2735297681264389,0.0,0.0014660054090637794,0.0039711088273758355
Hypothyroid,relative_entropy,26226,curriculum,0.7766945249717885,0.40050471046435215,0.34587666625904784,4.4352936795764196e-05,0.0012169605666095522,0.054628044205304316
NewThyroid2,feature_LSR,116740,self_paced,0.8987548797436644,0.2695586592990631,0.26563276724299784,0.0,0.011098552952618948,0.00392589205606525
BCWDD,feature_MV,116740,self_paced,0.7818926301789632,0.23406454032850854,0.22715826592352648,0.0012323269940856857,0.0024669991022714718,0.006906274404982066
NewThyroid2,feature_LSR,26226,curriculum,0.8353086536419331,0.2726460846149061,0.28103168686143915,0.0,0.0025114525161301325,0.008385602246533064
BCWDD,feature_MV,26226,curriculum,0.7568010248629468,0.23027166246111871,0.20627636887851894,0.0036947827007027573,9.479975743770213e-05,0.023995293582599775
NewThyroid2,feature_LSR,26226,static,0.7364332227883342,0.2726460846149061,0.28409692751430543,0.0,0.0027989211650915296,0.01145084289939935
NewThyroid2,feature_LSR,26226,self_paced,0.9188781868958206,0.2726460846149061,0.27489265941748187,0.0,0.0004209335975451054,0.002246574802575785
BCWDD,feature_MV,26226,static,0.751620992342994,0.23027166246111871,0.20722545655839564,0.0036947827007027573,0.0007931506186313467,0.023046205902723077
NewThyroid2,feature_Harmfulness,670488,curriculum,0.6310192033748714,0.2665847395040548,0.3081464083453277,0.0,0.004297795324708751,0.04156166884127288
BCWDD,feature_MV,26226,self_paced,0.749642223286283,0.23027166246111871,0.20519180252977742,0.0036947827007027573,0.0009159611360266571,0.025079859931341292
NewThyroid2,feature_Harmfulness,670488,static,0.6762649730822289,0.2665847395040548,0.28717571071253645,0.0,0.0014468499570572954,0.020590971208481634
NewThyroid2,feature_Harmfulness,670488,self_paced,0.8440485545845761,0.2665847395040548,0.2610052441604099,0.0,0.010861951499481971,0.005579495343644936
BCWDD,feature_CB,670488,curriculum,0.8139877401137963,0.22541749030518263,0.20105223773992112,0.0018249600297177721,0.0021069373657614855,0.024365252565261508
NewThyroid2,feature_Harmfulness,116740,curriculum,0.6557751201976855,0.2695586592990631,0.2892322855125527,0.0,0.007471582975126311,0.019673626213489614
BCWDD,feature_CB,670488,static,0.8207441363269988,0.22541749030518263,0.20523225286453103,0.0018249600297177721,0.0018805838029771153,0.020185237440651593
NewThyroid2,feature_Harmfulness,116740,static,0.8260703628731693,0.2695586592990631,0.27537592935934246,0.0,0.00221911605896693,0.005817270060279378
NewThyroid2,feature_Harmfulness,116740,self_paced,0.8878462815026531,0.2695586592990631,0.26902530480168485,0.0,0.0025337101343841663,0.0005333544973782356
BCWDD,feature_CB,670488,self_paced,0.8168190433774657,0.22541749030518263,0.20810940184490234,0.0018249600297177721,0.0015135813011912687,0.017308088460280285
NewThyroid2,feature_Harmfulness,26226,curriculum,0.6364937384834014,0.2726460846149061,0.3030454180167144,0.0,0.00495604802150081,0.030399333401808337
NewThyroid2,feature_Harmfulness,26226,static,0.8058595669589095,0.2726460846149061,0.29222395217045943,0.0,0.0007217791962969771,0.019577867555553352
BCWDD,feature_CB,116740,curriculum,0.7899893546938557,0.23406454032850854,0.21314926377753987,0.0012323269940856857,0.0012566547893960093,0.02091527655096867
NewThyroid2,feature_Harmfulness,26226,self_paced,0.7682864304073934,0.2726460846149061,0.278870217776434,0.0,0.003112457193895727,0.006224133161527923
BCWDD,feature_CB,116740,static,0.7722381548017417,0.23406454032850854,0.21060773560924453,0.0012323269940856857,0.0014273905014098598,0.023456804719264007
NewThyroid2,feature_F1,670488,curriculum,0.8887853160849004,0.2665847395040548,0.26243064631702434,0.0,0.004850574003250658,0.004154093187030472
Hypothyroid,relative_entropy,26226,static,0.7822481598366514,0.40050471046435204,0.3475492771531267,4.435293679571391e-05,0.0002734757888700501,0.05295543331122532
NewThyroid2,feature_F1,670488,static,0.8823224419013652,0.2665847395040548,0.26682512310808437,0.0,0.002461015471418612,0.00024038360402955927
BCWDD,feature_CB,116740,self_paced,0.8111721926927493,0.23406454032850854,0.2217529400784505,0.0012323269940856974,0.002390867441544288,0.012311600250058036
NewThyroid2,feature_F1,670488,self_paced,0.8649396744023338,0.2665847395040548,0.2540713749306858,0.0,0.001289872690527835,0.01251336457336899
BCWDD,feature_CB,26226,curriculum,0.7577826157162545,0.23027166246111871,0.20928538754463907,0.0036947827007027573,0.0014764150439470832,0.02098627491647964
NewThyroid2,feature_F1,116740,curriculum,0.7460253921775754,0.2695586592990631,0.2721858981998435,0.0,0.0020915331685082985,0.0026272389007804264
NewThyroid2,feature_F1,116740,static,0.887149476770222,0.2695586592990631,0.2709432373179289,0.0,0.0032476364748637927,0.001384578018865823
BCWDD,feature_CB,26226,static,0.75131091204359,0.23027166246111871,0.20464220411692588,0.0036947827007027573,0.001345979958670803,0.025629458344192835
NewThyroid2,feature_F1,116740,self_paced,0.8887398059821485,0.2695586592990631,0.26705268851617486,0.0,0.0010773144192268477,0.0025059707828882227
BCWDD,feature_CB,26226,self_paced,0.7590008806265839,0.23027166246111871,0.21237120612132734,0.003694782700702773,0.0016848171333188752,0.01790045633979137
NewThyroid2,feature_F1,26226,curriculum,0.8847350396930745,0.2726460846149061,0.26700782887688007,0.0,0.0028188231905026772,0.00563825573802601
NewThyroid2,feature_F1,26226,static,0.902825963295927,0.2726460846149061,0.273396022454436,0.0,0.0010683982397560387,0.0007499378395299239
BCWDD,feature_N1,670488,curriculum,0.7668024565697258,0.22541749030518263,0.2277137442586985,0.0018249600297177721,0.00185635438871738,0.0022962539535158755
NewThyroid2,feature_F1,26226,self_paced,0.8911432845305479,0.2726460846149061,0.2757172363852026,0.0,0.007587636407580026,0.003071151770296543
BCWDD,feature_N1,670488,static,0.7532874814759687,0.22541749030518263,0.23443267033032814,0.001824960029717798,0.0018370399684706261,0.009015180025145508
NewThyroid2,feature_F2,670488,curriculum,0.8896624483237544,0.2665847395040548,0.26425107239811013,0.0,0.005000929254736218,0.002333667105944681
NewThyroid2,feature_F2,670488,static,0.8727781638981142,0.2665847395040548,0.25731978943443684,0.0,0.00028092405301834096,0.009264950069617972
BCWDD,feature_N1,670488,self_paced,0.754243148352667,0.22541749030518263,0.24686879212221927,0.0018249600297177721,0.001324946528763288,0.02145130181703664
NewThyroid2,feature_F2,670488,self_paced,0.8789295869040662,0.2665847395040548,0.2581526395264625,0.0,0.002008095534807429,0.008432099977592311
BCWDD,feature_N1,116740,curriculum,0.8209417248860317,0.23406454032850854,0.23813275393489278,0.0012323269940856974,0.0022999637747885757,0.004068213606384236
NewThyroid2,feature_F2,116740,curriculum,0.8791887562279167,0.2695586592990631,0.2610831105396237,0.0,0.0034009331840918187,0.0084755487594394
NewThyroid2,feature_F2,116740,static,0.8760779043490075,0.2695586592990631,0.2620438540779037,0.0,0.0006508167549725964,0.007514805221159382
BCWDD,feature_N1,116740,static,0.8124972480880739,0.23406454032850854,0.24721159574856488,0.0012323269940856857,0.0030272176688053752,0.013147055420056342
Hypothyroid,relative_entropy,26226,self_paced,0.833060468880431,0.40050471046435204,0.32990058861482635,4.435293679571391e-05,0.0005446305964490977,0.07060412184952569
NewThyroid2,feature_F2,116740,self_paced,0.8444456173541594,0.2695586592990631,0.26376879226929417,3.204937810639273e-17,0.008510915582274434,0.005789867029768914
BCWDD,feature_N1,116740,self_paced,0.7828249226414805,0.23406454032850854,0.2135848636084876,0.0012323269940856974,0.0008442147706792755,0.020479676720020934
NewThyroid2,feature_F2,26226,curriculum,0.8920303595783704,0.2726460846149061,0.27155063610713354,0.0,0.002155397260011232,0.001095448507772545
NewThyroid2,feature_F2,26226,static,0.9025744826278949,0.2726460846149061,0.27184858186654487,0.0,0.0005033296189859658,0.0007975027483612118
BCWDD,feature_N1,26226,curriculum,0.7857133288386525,0.23027166246111871,0.24083911859034327,0.0036947827007027573,0.004412189536794238,0.01056745612922455
NewThyroid2,feature_F2,26226,self_paced,0.8499781243304749,0.2726460846149061,0.27314196041646877,0.0,0.004676470067868493,0.0004958758015626841
NewThyroid2,feature_F3,670488,curriculum,0.8718020934568064,0.2665847395040548,0.2565045842734917,0.0,0.0011585999069303314,0.010080155230563104
BCWDD,feature_N1,26226,static,0.7932308679417095,0.23027166246111871,0.23884442989573917,0.0036947827007027573,0.004524877137072415,0.00857276743462046
NewThyroid2,feature_F3,670488,static,0.8942836961668218,0.2665847395040548,0.26622135190677965,0.0,0.004035807431958153,0.00036338759727516656
BCWDD,feature_N1,26226,self_paced,0.7702167002008451,0.23027166246111871,0.22134242870533152,0.0036947827007027573,0.0011183572592058932,0.008929233755787191
NewThyroid2,feature_F3,670488,self_paced,0.8788671218470192,0.2665847395040548,0.268452523001619,0.0,0.002168428656739655,0.0018677834975641683
NewThyroid2,feature_F3,116740,curriculum,0.8869779141039202,0.2695586592990631,0.26741199428037254,0.0,0.0029342575950454964,0.002146665018690541
BCWDD,feature_N2,670488,curriculum,0.8387622990323457,0.22541749030518263,0.21550955683306874,0.0018249600297177721,0.0016194384350324137,0.009907933472113883
NewThyroid2,feature_F3,116740,static,0.8852274878822041,0.2695586592990631,0.26931301021769655,0.0,0.00528280417338394,0.00024564908136653907
BCWDD,feature_N2,670488,static,0.8122196102853685,0.22541749030518263,0.205890472730777,0.0018249600297177721,0.001470044500500487,0.019527017574405614
NewThyroid2,feature_F3,116740,self_paced,0.8980742472897938,0.2695586592990631,0.2575961869239406,0.0,0.007843059466524173,0.01196247237512249
NewThyroid2,feature_F3,26226,curriculum,0.882139727253007,0.2726460846149061,0.26233737569591215,0.0,0.0010555008025345213,0.010308708918993936
BCWDD,feature_N2,670488,self_paced,0.8044736104738418,0.22541749030518263,0.19637750722324024,0.0018249600297177721,0.0010231640790772788,0.02903998308194239
NewThyroid2,feature_F3,26226,static,0.9040426609301349,0.2726460846149061,0.27621938587149003,0.0,0.001992385955825354,0.0035733012565839495
